litter_id,dam_id,grid,food,year,litter_size,litter_fit,part,fieldBDate,n1_date,n2_date,mean_growth,byear,dam_age,num_trees,cone_counts,cone_index,mast,EXP,Exp_label,prev_year,cone_index_tm1,mast_tm1,local_density
1064,2539,EN,0,1993,2,1,133,1993-05-13,173,173,NA,1992,1,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA
1065,2648,EN,0,1993,3,1,109,1993-04-19,125,151,1.52564,1992,1,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA
1066,2657,EN,0,1993,4,2,89,1993-03-30,108,118,1.625,1990,3,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA
1068,3178,EN,0,1993,3,0,100,1993-04-10,113,NA,NA,1991,2,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA
1072,1680,KL,0,1993,4,2,102,1993-04-12,131,131,NA,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,3.6782475736793585
1073,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1740,KL,0,1993,3,0,113,1993-04-23,125,NA,NA,1988,5,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,NA
1078,1888,KL,0,1993,3,3,108,1993-04-18,123,135,3.555553333,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,2.546479089470325
1079,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,1891,KL,0,1993,2,1,105,1993-04-15,116,130,1.75,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.9805948473658084
1084,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1956,KL,0,1993,4,1,104,1993-04-14,116,130,2.42857,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,3.5367765131532294
1090,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,2367,KL,0,1993,5,3,159,1993-06-08,162,186,1.849998,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.1317684842090334
1093,2386,KL,0,1993,3,1,189,1993-07-08,195,215,2.05,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.7330204914450824
1094,2427,KL,0,1993,3,1,111,1993-04-21,116,132,1.645833333,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.4147106052612917
1095,2452,KL,0,1993,2,2,102,1993-04-12,117,131,2.464285,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.69765272631355
1096,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,2493,KL,0,1993,3,1,98,1993-04-08,125,125,NA,1990,3,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,NA
1100,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,2513,KL,0,1993,3,1,114,1993-04-24,130,142,2.25,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.9334378271904322
1102,2526,KL,0,1993,3,3,99,1993-04-09,108,123,2,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,2.405008028944196
1103,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,2544,KL,0,1993,3,2,97,1993-04-07,104,124,1.933333333,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,0.8488263631567751
1105,2756,KL,0,1993,2,2,142,1993-05-22,208,208,NA,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,NA
1106,3159,KL,0,1993,3,2,188,1993-07-07,194,213,2.280703333,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.9805948473658086
1108,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,3618,KL,0,1993,5,4,113,1993-04-23,116,137,1.447618,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,3.8197186342054876
1110,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,3750,KL,0,1993,2,1,104,1993-04-14,137,137,NA,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.9805948473658084
1112,4108,KL,0,1993,2,0,109,1993-04-19,117,NA,NA,1991,2,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,NA
1113,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,4245,KL,0,1993,3,2,121,1993-05-01,132,145,2.025643333,1992,1,50183,298.7083,5.0590710607807985,1,c,1,1992,3.4525385311987433,0,1.4147106052612917
1116,1651,LL,0,1993,3,0,97,1993-04-07,104,NA,NA,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1117,1729,LL,0,1993,3,2,102,1993-04-12,118,128,2.566666666,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1119,1735,LL,0,1993,2,2,104,1993-04-14,120,131,2.09091,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1121,1831,LL,0,1993,4,2,101,1993-04-11,104,123,1.63158,1989,4,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1122,1886,LL,1,1993,3,3,115,1993-04-25,120,138,2.259256666,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1123,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,1925,LL,0,1993,3,2,133,1993-05-13,168,168,NA,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1129,1927,LL,0,1993,3,2,122,1993-05-02,132,151,2.473683333,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1131,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,1932,LL,1,1993,3,2,100,1993-04-10,104,123,1.947366666,1986,7,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1133,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,2128,LL,0,1993,3,1,126,1993-05-06,181,181,NA,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1138,2152,LL,1,1993,3,1,119,1993-04-29,120,151,2.48387,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1139,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,2288,LL,1,1993,3,3,128,1993-05-08,131,152,2.06349,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1144,2371,LL,0,1993,3,2,119,1993-04-29,126,142,1.5625,1990,3,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1146,2385,LL,0,1993,3,2,98,1993-04-08,113,126,2.589743333,1990,3,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1147,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,2419,LL,1,1993,2,2,125,1993-05-05,131,147,1.875,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1150,2456,LL,0,1993,3,1,100,1993-04-10,104,123,1.26316,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1151,2458,LL,0,1993,3,3,152,1993-06-01,168,182,1.452383333,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1152,2459,LL,0,1993,3,2,159,1993-06-08,203,203,NA,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1153,2460,LL,0,1993,4,2,96,1993-04-06,125,125,NA,1987,6,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1154,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,2463,LL,0,1993,2,1,173,1993-06-22,202,202,NA,1988,5,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1156,2497,LL,1,1993,4,4,98,1993-04-08,104,123,2.0394725,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1157,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,2509,LL,0,1993,3,3,120,1993-04-30,125,162,2.16216,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1159,2538,LL,1,1993,3,0,107,1993-04-17,117,134,2.411765,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1160,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,2782,LL,1,1993,4,2,102,1993-04-12,113,127,2.589285,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1166,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,3148,LL,0,1993,2,2,118,1993-04-28,151,151,NA,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1170,3256,LL,0,1993,4,2,100,1993-04-10,120,127,1.1785725,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1171,3373,LL,1,1993,4,2,129,1993-05-09,131,151,2,1991,2,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1174,3637,LL,0,1993,3,0,126,1993-05-06,131,NA,NA,1992,1,12573,146.1977,3.369547088357158,1,c,1,1992,2.529793112066249,0,NA
1177,1688,SU,0,1993,3,0,100,1993-04-10,116,128,2.416666666,1990,3,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,NA
1178,1689,SU,0,1993,2,0,93,1993-04-03,130,130,NA,1986,7,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,NA
1180,1727,SU,0,1993,4,4,102,1993-04-12,116,130,2.2678575,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,NA
1182,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,1911,SU,0,1993,3,1,123,1993-05-03,130,151,1.73016,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.1220659078919377
1184,1935,SU,0,1993,4,4,100,1993-04-10,110,125,2.1166675,1986,7,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,NA
1186,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,1937,SU,0,1993,3,0,97,1993-04-07,104,121,2,1988,5,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,3.253834392100971
1188,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,2098,SU,0,1993,3,0,106,1993-04-16,116,NA,NA,1989,4,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,3.253834392100971
1190,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,2119,SU,0,1993,2,0,98,1993-04-08,110,123,2.76923,1988,5,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,1.8391237868396793
1192,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,2227,SU,0,1993,5,0,98,1993-04-08,99,NA,NA,1989,4,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,0.7073553026306458
1194,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,2295,SU,0,1993,4,2,98,1993-04-08,104,121,1.514705,1987,6,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,3.112363331574842
1197,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,2409,SU,0,1993,4,3,99,1993-04-09,116,126,2.075,1990,3,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.687950149996454
1201,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,2411,SU,0,1993,3,0,107,1993-04-17,110,NA,NA,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.1220659078919377
1203,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,2475,SU,0,1993,2,1,88,1993-03-29,99,116,2.17647,1990,3,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,NA
1206,2477,SU,0,1993,3,3,93,1993-04-03,101,118,1.843136666,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.6172146197333896
1207,2478,SU,0,1993,3,2,124,1993-05-04,125,149,1.541666666,1992,1,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.970892271048713
1210,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,2529,SU,0,1993,2,1,191,1993-07-10,202,217,2.9,1992,1,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.970892271048713
1212,2533,SU,0,1993,3,3,96,1993-04-06,101,121,1.616666666,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,3.112363331574842
1213,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,2660,SU,0,1993,4,3,120,1993-04-30,126,144,1.805555,1992,1,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,0.9902974236829042
1215,2672,SU,0,1993,3,2,193,1993-07-12,200,216,2.145833333,1992,1,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,0.9902974236829042
1216,2697,SU,0,1993,4,3,125,1993-05-05,131,151,1.65,1990,3,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,1.556181665787421
1217,2757,SU,0,1993,4,0,95,1993-04-05,99,NA,NA,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,2.970892271048713
1218,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,3160,SU,0,1993,4,2,138,1993-05-18,142,166,1.9583325,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,1.556181665787421
1221,3168,SU,0,1993,4,0,92,1993-04-02,99,NA,NA,1991,2,12123,140.9651,3.9881452787572513,1,c,1,1992,2.6921433411766893,0,1.9098593171027438
1222,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,2153,EN,0,1994,3,0,100,1994-04-10,122,122,NA,1993,1,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1225,2221,EN,2,1994,3,1,115,1994-04-25,118,136,2.222223333,1989,5,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1227,2416,EN,0,1994,3,1,75,1994-03-16,110,110,NA,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1231,2539,EN,0,1994,3,1,85,1994-03-26,122,122,NA,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1234,2648,EN,4,1994,3,0,97,1994-04-07,99,118,1.385963333,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1235,2657,EN,2,1994,4,0,120,1994-04-30,121,145,2.25,1990,4,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1237,2754,EN,1,1994,3,0,97,1994-04-07,99,118,1.929826666,1993,1,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1238,2930,EN,3,1994,3,0,86,1994-03-27,96,111,1.955556666,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1240,3177,EN,0,1994,2,0,96,1994-04-06,110,131,2.261905,1993,1,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1242,3180,EN,4,1994,3,0,102,1994-04-12,116,140,2.222223333,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1243,3181,EN,0,1994,3,0,85,1994-03-26,112,112,NA,1992,2,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1244,3199,EN,4,1994,3,0,109,1994-04-19,118,145,1.444443333,1993,1,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA
1245,1955,KL,0,1994,3,0,95,1994-04-05,101,117,2.083333333,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,0.9902974236829042
1246,1956,KL,0,1994,4,1,79,1994-03-20,110,110,NA,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.597809467099198
1249,2175,KL,0,1994,3,1,102,1994-04-12,110,124,2.42857,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,NA
1253,2336,KL,0,1994,3,0,97,1994-04-07,122,122,NA,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.405008028944196
1254,2360,KL,0,1994,4,0,109,1994-04-19,127,127,NA,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.263536968418067
1255,2367,KL,0,1994,4,0,88,1994-03-29,101,112,2.84091,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,1.6976527263135501
1256,2368,KL,0,1994,2,0,94,1994-04-04,101,117,1.90625,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.951487118414521
1257,2369,KL,0,1994,3,0,94,1994-04-04,110,117,2.47619,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,5.375900299992908
1258,2386,KL,0,1994,2,0,95,1994-04-05,110,123,3.038465,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.8294212105225833
1259,2427,KL,0,1994,3,1,84,1994-03-25,102,112,1.866666666,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,1.6976527263135501
1260,2452,KL,0,1994,4,0,100,1994-04-10,110,123,2,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.6172146197333896
1261,2453,KL,0,1994,3,0,81,1994-03-22,101,109,2.583333333,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,3.5367765131532294
1262,2493,KL,0,1994,4,0,91,1994-04-01,101,115,1.8571425,1990,4,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,1.2732395447351625
1263,2495,KL,0,1994,4,0,96,1994-04-06,125,125,NA,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,1.4147106052612917
1264,2513,KL,0,1994,3,1,61,1994-03-02,120,120,NA,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,3.3953054526271003
1265,2526,KL,0,1994,3,0,97,1994-04-07,110,121,2.121213333,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,3.112363331574842
1266,2544,KL,0,1994,3,0,66,1994-03-07,110,110,NA,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,1.556181665787421
1268,2622,KL,0,1994,3,0,102,1994-04-12,116,127,2.242426666,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.7586856802595188
1269,2667,KL,0,1994,4,0,96,1994-04-06,110,119,2.259256666,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,3.6782475736793585
1271,2756,KL,0,1994,2,0,101,1994-04-11,144,144,NA,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.527073936836134
1274,3159,KL,0,1994,3,1,95,1994-04-05,110,119,1.703703333,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.7586856802595188
1275,3212,KL,0,1994,3,0,109,1994-04-19,122,133,2.09091,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,3.9611896947316168
1276,3215,KL,0,1994,3,0,100,1994-04-10,121,126,2.266666666,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.031925224994682
1278,3405,KL,0,1994,4,0,112,1994-04-22,122,133,1.8409075,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.900156740785648
1279,3525,KL,0,1994,3,2,71,1994-03-12,101,101,NA,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.687950149996454
1280,3618,KL,0,1994,1,0,74,1994-03-15,95,95,NA,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.668544997362263
1281,3700,KL,0,1994,3,0,69,1994-03-10,101,101,NA,1993,1,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.668544997362263
1283,3750,KL,0,1994,3,0,89,1994-03-30,102,112,2.2,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.546479089470325
1286,4108,KL,0,1994,3,0,67,1994-03-08,117,117,NA,1991,3,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,4.244131815783875
1287,4245,KL,0,1994,3,1,100,1994-04-10,126,126,NA,1992,2,299,1.7798,0.37579609717836776,0,c,1,1993,5.0590710607807985,1,2.263536968418067
1297,2001,LL,0,1994,3,0,103,1994-04-13,120,120,NA,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1301,2128,LL,0,1994,3,0,90,1994-03-31,124,124,NA,1991,3,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1302,2129,LL,0,1994,2,0,86,1994-03-27,97,NA,NA,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1303,2152,LL,1,1994,4,0,100,1994-04-10,107,122,2,1991,3,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1305,2174,LL,0,1994,4,0,103,1994-04-13,150,150,NA,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1307,2230,LL,4,1994,3,1,108,1994-04-18,112,129,1.627453333,1993,1,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1308,2250,LL,0,1994,4,0,96,1994-04-06,112,125,1.282053333,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1310,2261,LL,0,1994,3,0,80,1994-03-21,99,107,2.375,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1311,2288,LL,1,1994,3,0,100,1994-04-10,103,122,2.122803333,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1316,2354,LL,0,1994,2,0,105,1994-04-15,122,122,NA,1993,1,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1317,2371,LL,0,1994,2,0,112,1994-04-22,159,159,NA,1990,4,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1318,2375,LL,0,1994,2,0,96,1994-04-06,101,118,2.117645,1991,3,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1320,2385,LL,3,1994,3,0,96,1994-04-06,103,118,2.02222,1990,4,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1321,2391,LL,4,1994,3,0,107,1994-04-17,117,133,1.145833333,1993,1,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1323,2395,LL,2,1994,3,0,98,1994-04-08,100,119,1.982453333,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1324,2408,LL,3,1994,4,0,112,1994-04-22,122,136,2.285715,1993,1,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1327,2432,LL,3,1994,4,0,106,1994-04-16,116,129,2.2307675,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1328,2445,LL,4,1994,3,0,89,1994-03-30,93,112,1.666666666,1993,1,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1330,2456,LL,2,1994,3,0,98,1994-04-08,99,119,1.933333333,1988,6,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1331,2458,LL,0,1994,3,0,99,1994-04-09,103,122,2.122806666,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1332,2459,LL,0,1994,2,0,104,1994-04-14,117,126,1.444445,1992,2,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
1333,2460,LL,1,1994,2,0,111,1994-04-21,124,159,NA,1987,7,110,1.2791,0.29812495674388617,0,c,1,1993,3.369547088357158,1,NA
